Date,Open,High,Low,Close,Volume,Open Interest
2019-02-15,1.00285,1.00285,1.00285,1.00285,0,0
2019-02-19,1.0003,1.0003,1.0003,1.0003,0,0
2019-02-20,0.9979,0.9979,0.9979,0.9979,0,0
2019-02-21,0.99995,0.99995,0.99995,0.99995,0,0
2019-02-22,0.998,0.998,0.998,0.998,0,0
2019-02-25,0.9946,0.9946,0.9946,0.9946,0,0
2019-02-26,0.9989,0.9989,0.9989,0.9989,0,0
2019-02-27,0.9946,0.9946,0.9946,0.9946,0,0
2019-02-28,0.9918,0.9918,0.9918,0.9918,0,0
2019-03-01,0.98705,0.98705,0.98705,0.98705,0,0
2019-03-04,0.98855,0.98855,0.98855,0.98855,0,0
2019-03-05,0.987,0.987,0.987,0.987,0,0
2019-03-06,0.9875,0.9875,0.9875,0.9875,0,0
2019-03-07,0.98835,0.98835,0.98835,0.98835,0,0
2019-03-08,0.99215,0.99215,0.99215,0.99215,0,0
2019-03-11,0.9912,0.9912,0.9912,0.9912,0,0
2019-03-12,0.9893,0.9893,0.9893,0.9893,0,0
2019-03-13,0.99155,0.99155,0.99155,0.99155,0,0
2019-03-14,0.98485,0.98485,0.98485,0.98485,0,0
2019-03-15,0.9868,0.9868,0.9868,0.9868,0,0
2019-03-18,0.9873,0.9873,0.9873,0.9873,0,0
2019-03-19,0.98715,0.98715,0.98715,0.98715,0,0
2019-03-20,0.99315,0.99315,0.99315,0.99315,0,0
2019-03-21,0.9895,0.9895,0.9895,0.9895,0,0
2019-03-22,0.99315,0.99315,0.99315,0.99315,0,0
2019-03-25,0.99035,0.99035,0.99035,0.99035,0,0
2019-03-26,0.98715,0.98715,0.98715,0.98715,0,0
2019-03-27,0.98705,0.98705,0.98705,0.98705,0,0
2019-03-28,0.986,0.986,0.986,0.986,0,0
2019-03-29,0.98575,0.98575,0.98575,0.98575,0,0
2019-04-01,0.9829,0.9829,0.9829,0.9829,0,0
2019-04-02,0.98205,0.98205,0.98205,0.98205,0,0
2019-04-03,0.9818,0.9818,0.9818,0.9818,0,0
2019-04-04,0.98015,0.98015,0.98015,0.98015,0,0
2019-04-05,0.9794,0.9794,0.9794,0.9794,0,0
2019-04-08,0.98155,0.98155,0.98155,0.98155,0,0
2019-04-09,0.98465,0.98465,0.98465,0.98465,0,0
2019-04-10,0.98485,0.98485,0.98485,0.98485,0,0
2019-04-11,0.9791,0.9791,0.9791,0.9791,0,0
2019-04-12,0.9766,0.9766,0.9766,0.9766,0,0
2019-04-15,0.977,0.977,0.977,0.977,0,0
2019-04-16,0.9778,0.9778,0.9778,0.9778,0,0
2019-04-17,0.9769,0.9769,0.9769,0.9769,0,0
2019-04-18,0.97705,0.97705,0.97705,0.97705,0,0
2019-04-22,0.97755,0.97755,0.97755,0.97755,0,0
2019-04-23,0.9776,0.9776,0.9776,0.9776,0,0
2019-04-24,0.97185,0.97185,0.97185,0.97185,0,0
2019-04-25,0.97795,0.97795,0.97795,0.97795,0,0
2019-04-26,0.9771,0.9771,0.9771,0.9771,0,0
2019-04-29,0.9765,0.9765,0.9765,0.9765,0,0
2019-04-30,0.97895,0.97895,0.97895,0.97895,0,0
2019-05-01,0.97665,0.97665,0.97665,0.97665,0,0
2019-05-02,0.9798,0.9798,0.9798,0.9798,0,0
2019-05-03,0.9829,0.9829,0.9829,0.9829,0,0
2019-05-06,0.98345,0.98345,0.98345,0.98345,0,0
2019-05-07,0.9879,0.9879,0.9879,0.9879,0,0
2019-05-08,0.9895,0.9895,0.9895,0.9895,0,0
2019-05-09,0.9924,0.9924,0.9924,0.9924,0,0
2019-05-10,0.99065,0.99065,0.99065,0.99065,0,0
2019-05-13,0.99345,0.99345,0.99345,0.99345,0,0
2019-05-14,0.99165,0.99165,0.99165,0.99165,0,0
2019-05-15,0.9909,0.9909,0.9909,0.9909,0,0
2019-05-16,0.9888,0.9888,0.9888,0.9888,0,0
2019-05-17,0.98645,0.98645,0.98645,0.98645,0,0
2019-05-20,0.9881,0.9881,0.9881,0.9881,0,0
2019-05-21,0.9824,0.9824,0.9824,0.9824,0,0
2019-05-22,0.9847,0.9847,0.9847,0.9847,0,0
2019-05-23,0.98905,0.98905,0.98905,0.98905,0,0
2019-05-24,0.9908,0.9908,0.9908,0.9908,0,0
2019-05-28,0.98855,0.98855,0.98855,0.98855,0,0
2019-05-29,0.98795,0.98795,0.98795,0.98795,0,0
2019-05-30,0.9865,0.9865,0.9865,0.9865,0,0
2019-05-31,0.99395,0.99395,0.99395,0.99395,0,0
2019-06-03,0.9943,0.9943,0.9943,0.9943,0,0
2019-06-04,0.9953,0.9953,0.9953,0.9953,0,0
2019-06-05,0.9917,0.9917,0.9917,0.9917,0,0
2019-06-06,0.9912,0.9912,0.9912,0.9912,0,0
2019-06-07,0.99395,0.99395,0.99395,0.99395,0,0
2019-06-10,0.99305,0.99305,0.99305,0.99305,0,0
2019-06-11,0.9925,0.9925,0.9925,0.9925,0,0
2019-06-12,0.99115,0.99115,0.99115,0.99115,0,0
2019-06-13,0.99125,0.99125,0.99125,0.99125,0,0
2019-06-14,0.9891,0.9891,0.9891,0.9891,0,0
2019-06-17,0.98945,0.98945,0.98945,0.98945,0,0
2019-06-18,0.9904,0.9904,0.9904,0.9904,0,0
2019-06-19,0.9962,0.9962,0.9962,0.9962,0,0
2019-06-20,0.9986,0.9986,0.9986,0.9986,0,0
2019-06-21,0.99855,0.99855,0.99855,0.99855,0,0
2019-06-24,0.9975,0.9975,0.9975,0.9975,0,0
2019-06-25,0.9985,0.9985,0.9985,0.9985,0,0
2019-06-26,0.99335,0.99335,0.99335,0.99335,0,0
2019-06-27,0.9934,0.9934,0.9934,0.9934,0,0
2019-06-28,0.99375,0.99375,0.99375,0.99375,0,0
2019-07-01,0.98885,0.98885,0.98885,0.98885,0,0
2019-07-02,0.994,0.994,0.994,0.994,0,0
2019-07-03,0.99305,0.99305,0.99305,0.99305,0,0
2019-07-05,0.9891,0.9891,0.9891,0.9891,0,0
2019-07-08,0.9873,0.9873,0.9873,0.9873,0,0
2019-07-09,0.9862,0.9862,0.9862,0.9862,0,0
2019-07-10,0.98865,0.98865,0.98865,0.98865,0,0
2019-07-11,0.9894,0.9894,0.9894,0.9894,0,0
2019-07-12,0.9953,0.9953,0.9953,0.9953,0,0
2019-07-15,0.9938,0.9938,0.9938,0.9938,0,0
2019-07-16,0.9902,0.9902,0.9902,0.9902,0,0
2019-07-17,0.99155,0.99155,0.99155,0.99155,0,0
2019-07-18,0.9962,0.9962,0.9962,0.9962,0,0
2019-07-19,0.99345,0.99345,0.99345,0.99345,0,0
2019-07-22,0.9926,0.9926,0.9926,0.9926,0,0
2019-07-23,0.9898,0.9898,0.9898,0.9898,0,0
2019-07-24,0.99035,0.99035,0.99035,0.99035,0,0
2019-07-25,0.9862,0.9862,0.9862,0.9862,0,0
2019-07-26,0.98735,0.98735,0.98735,0.98735,0,0
2019-07-29,0.9859,0.9859,0.9859,0.9859,0,0
2019-07-30,0.98885,0.98885,0.98885,0.98885,0,0
2019-07-31,0.986,0.986,0.986,0.986,0,0
2019-08-01,0.9952,0.9952,0.9952,0.9952,0,0
2019-08-02,1.00255,1.00255,1.00255,1.00255,0,0
2019-08-05,1.0034,1.0034,1.0034,1.0034,0,0
2019-08-06,0.99905,0.99905,0.99905,0.99905,0,0
2019-08-07,1.0009,1.0009,1.0009,1.0009,0,0
2019-08-08,1.0038,1.0038,1.0038,1.0038,0,0
2019-08-09,1.00805,1.00805,1.00805,1.00805,0,0
2019-08-12,1.00975,1.00975,1.00975,1.00975,0,0
2019-08-13,0.99935,0.99935,0.99935,0.99935,0,0
2019-08-14,1.0044,1.0044,1.0044,1.0044,0,0
2019-08-15,0.9995,0.9995,0.9995,0.9995,0,0
2019-08-16,0.9978,0.9978,0.9978,0.9978,0,0
2019-08-19,0.9954,0.9954,0.9954,0.9954,0,0
2019-08-20,0.9973,0.9973,0.9973,0.9973,0,0
2019-08-21,0.9955,0.9955,0.9955,0.9955,0,0
2019-08-22,0.99825,0.99825,0.99825,0.99825,0,0
2019-08-23,1.00665,1.00665,1.00665,1.00665,0,0
2019-08-26,0.9992,0.9992,0.9992,0.9992,0,0
2019-08-27,1.0019,1.0019,1.0019,1.0019,0,0
2019-08-28,0.99875,0.99875,0.99875,0.99875,0,0
2019-08-29,0.99385,0.99385,0.99385,0.99385,0,0
2019-08-30,0.9973,0.9973,0.9973,0.9973,0,0
2019-09-03,0.99715,0.99715,0.99715,0.99715,0,0
2019-09-04,0.99335,0.99335,0.99335,0.99335,0,0
2019-09-05,0.9905,0.9905,0.9905,0.9905,0,0
2019-09-06,0.9901,0.9901,0.9901,0.9901,0,0
2019-09-09,0.98935,0.98935,0.98935,0.98935,0,0
2019-09-10,0.9889,0.9889,0.9889,0.9889,0,0
2019-09-11,0.98565,0.98565,0.98565,0.98565,0,0
2019-09-12,0.98315,0.98315,0.98315,0.98315,0,0
2019-09-13,0.9841,0.9841,0.9841,0.9841,0,0
2019-09-16,0.9845,0.9845,0.9845,0.9845,0,0
2019-09-17,0.98265,0.98265,0.98265,0.98265,0,0
2019-09-18,0.98055,0.98055,0.98055,0.98055,0,0
2019-09-19,0.9849,0.9849,0.9849,0.9849,0,0
2019-09-20,0.98775,0.98775,0.98775,0.98775,0,0
2019-09-23,0.9879,0.9879,0.9879,0.9879,0,0
2019-09-24,0.9907,0.9907,0.9907,0.9907,0,0
2019-09-25,0.9848,0.9848,0.9848,0.9848,0,0
2019-09-26,0.9842,0.9842,0.9842,0.9842,0,0
2019-09-27,0.98335,0.98335,0.98335,0.98335,0,0
2019-09-30,0.98075,0.98075,0.98075,0.98075,0,0
2019-10-01,0.9817,0.9817,0.9817,0.9817,0,0
2019-10-02,0.98605,0.98605,0.98605,0.98605,0,0
2019-10-03,0.9869,0.9869,0.9869,0.9869,0,0
2019-10-04,0.98785,0.98785,0.98785,0.98785,0,0
2019-10-07,0.9846,0.9846,0.9846,0.9846,0,0
2019-10-08,0.9855,0.9855,0.9855,0.9855,0,0
2019-10-09,0.982,0.982,0.982,0.982,0,0
2019-10-10,0.98025,0.98025,0.98025,0.98025,0,0
2019-10-11,0.9767,0.9767,0.9767,0.9767,0,0
2019-10-14,0.9778,0.9778,0.9778,0.9778,0,0
2019-10-15,0.9736,0.9736,0.9736,0.9736,0,0
2019-10-16,0.9734,0.9734,0.9734,0.9734,0,0
2019-10-17,0.9741,0.9741,0.9741,0.9741,0,0
2019-10-18,0.9759,0.9759,0.9759,0.9759,0,0
2019-10-21,0.97525,0.97525,0.97525,0.97525,0,0
2019-10-22,0.9765,0.9765,0.9765,0.9765,0,0
2019-10-23,0.9739,0.9739,0.9739,0.9739,0,0
2019-10-24,0.974,0.974,0.974,0.974,0,0
2019-10-25,0.97385,0.97385,0.97385,0.97385,0,0
2019-10-28,0.971,0.971,0.971,0.971,0,0
2019-10-29,0.97275,0.97275,0.97275,0.97275,0,0
2019-10-30,0.97005,0.97005,0.97005,0.97005,0,0
2019-10-31,0.9764,0.9764,0.9764,0.9764,0,0
2019-11-01,0.9758,0.9758,0.9758,0.9758,0,0
2019-11-04,0.9736,0.9736,0.9736,0.9736,0,0
2019-11-05,0.9681,0.9681,0.9681,0.9681,0,0
2019-11-06,0.9694,0.9694,0.9694,0.9694,0,0
2019-11-07,0.96785,0.96785,0.96785,0.96785,0,0
2019-11-08,0.96875,0.96875,0.96875,0.96875,0,0
2019-11-11,0.97045,0.97045,0.97045,0.97045,0,0
2019-11-12,0.97035,0.97035,0.97035,0.97035,0,0
2019-11-13,0.9713,0.9713,0.9713,0.9713,0,0
2019-11-14,0.97335,0.97335,0.97335,0.97335,0,0
2019-11-15,0.96955,0.96955,0.96955,0.96955,0,0
2019-11-18,0.9703,0.9703,0.9703,0.9703,0,0
2019-11-19,0.97065,0.97065,0.97065,0.97065,0,0
2019-11-20,0.96925,0.96925,0.96925,0.96925,0,0
2019-11-21,0.9695,0.9695,0.9695,0.9695,0,0
2019-11-22,0.96965,0.96965,0.96965,0.96965,0,0
2019-11-25,0.9668,0.9668,0.9668,0.9668,0,0
2019-11-26,0.9658,0.9658,0.9658,0.9658,0,0
2019-11-27,0.96155,0.96155,0.96155,0.96155,0,0
2019-11-29,0.96255,0.96255,0.96255,0.96255,0,0
2019-12-02,0.9664,0.9664,0.9664,0.9664,0,0
2019-12-03,0.96765,0.96765,0.96765,0.96765,0,0
2019-12-04,0.96575,0.96575,0.96575,0.96575,0,0
2019-12-05,0.96755,0.96755,0.96755,0.96755,0,0
2019-12-06,0.9699,0.9699,0.9699,0.9699,0,0
2019-12-09,0.969,0.969,0.969,0.969,0,0
2019-12-10,0.9689,0.9689,0.9689,0.9689,0,0
2019-12-11,0.9704,0.9704,0.9704,0.9704,0,0
2019-12-12,0.96365,0.96365,0.96365,0.96365,0,0
2019-12-13,0.9629,0.9629,0.9629,0.9629,0,0
2019-12-16,0.96135,0.96135,0.96135,0.96135,0,0
2019-12-17,0.962,0.962,0.962,0.962,0,0
2019-12-18,0.96125,0.96125,0.96125,0.96125,0,0
2019-12-19,0.96315,0.96315,0.96315,0.96315,0,0
2019-12-20,0.96065,0.96065,0.96065,0.96065,0,0
2019-12-23,0.962,0.962,0.962,0.962,0,0
2019-12-24,0.96165,0.96165,0.96165,0.96165,0,0
2019-12-26,0.9593,0.9593,0.9593,0.9593,0,0
2019-12-27,0.96035,0.96035,0.96035,0.96035,0,0
2019-12-30,0.9659,0.9659,0.9659,0.9659,0,0
2019-12-31,0.96775,0.96775,0.96775,0.96775,0,0
2020-01-02,0.96805,0.96805,0.96805,0.96805,0,0
2020-01-03,0.97105,0.97105,0.97105,0.97105,0,0
2020-01-06,0.96735,0.96735,0.96735,0.96735,0,0
2020-01-07,0.96655,0.96655,0.96655,0.96655,0,0
2020-01-08,0.96135,0.96135,0.96135,0.96135,0,0
2020-01-09,0.95855,0.95855,0.95855,0.95855,0,0
2020-01-10,0.9582,0.9582,0.9582,0.9582,0,0
2020-01-13,0.95505,0.95505,0.95505,0.95505,0,0
2020-01-14,0.95355,0.95355,0.95355,0.95355,0,0
2020-01-15,0.95415,0.95415,0.95415,0.95415,0,0
2020-01-16,0.95225,0.95225,0.95225,0.95225,0,0
2020-01-17,0.95255,0.95255,0.95255,0.95255,0,0
2020-01-21,0.95445,0.95445,0.95445,0.95445,0,0
2020-01-22,0.95325,0.95325,0.95325,0.95325,0,0
2020-01-23,0.956,0.956,0.956,0.956,0,0
2020-01-24,0.9575,0.9575,0.9575,0.9575,0,0
2020-01-27,0.9595,0.9595,0.9595,0.9595,0,0
2020-01-28,0.9581,0.9581,0.9581,0.9581,0,0
2020-01-29,0.95825,0.95825,0.95825,0.95825,0,0
2020-01-30,0.95895,0.95895,0.95895,0.95895,0,0
2020-01-31,0.9624,0.9624,0.9624,0.9624,0,0
2020-02-03,0.96025,0.96025,0.96025,0.96025,0,0
2020-02-04,0.9546,0.9546,0.9546,0.9546,0,0
2020-02-05,0.9517,0.9517,0.9517,0.9517,0,0
2020-02-06,0.95015,0.95015,0.95015,0.95015,0,0
2020-02-07,0.95135,0.95135,0.95135,0.95135,0,0
2020-02-10,0.95115,0.95115,0.95115,0.95115,0,0
2020-02-11,0.95135,0.95135,0.95135,0.95135,0,0
2020-02-12,0.9488,0.9488,0.9488,0.9488,0,0
2020-02-13,0.95085,0.95085,0.95085,0.95085,0,0
2020-02-14,0.95055,0.95055,0.95055,0.95055,0,0
2020-02-18,0.9497,0.9497,0.9497,0.9497,0,0
2020-02-19,0.9356,0.9356,0.9356,0.9356,0,0
2020-02-20,0.93095,0.93095,0.93095,0.93095,0,0
2020-02-21,0.9337,0.9337,0.9337,0.9337,0,0
2020-02-24,0.939,0.939,0.939,0.939,0,0
2020-02-25,0.9448,0.9448,0.9448,0.9448,0,0
2020-02-26,0.9435,0.9435,0.9435,0.9435,0,0
2020-02-27,0.9445,0.9445,0.9445,0.9445,0,0
2020-02-28,0.9613,0.9613,0.9613,0.9613,0,0
2020-03-02,0.9598,0.9598,0.9598,0.9598,0,0
2020-03-03,0.96135,0.96135,0.96135,0.96135,0,0
2020-03-04,0.96065,0.96065,0.96065,0.96065,0,0
2020-03-05,0.96825,0.96825,0.96825,0.96825,0,0
2020-03-06,0.9806,0.9806,0.9806,0.9806,0,0
2020-03-09,1.01025,1.01025,1.01025,1.01025,0,0
2020-03-10,0.97945,0.97945,0.97945,0.97945,0,0
2020-03-11,0.9827,0.9827,0.9827,0.9827,0,0
2020-03-12,0.9786,0.9786,0.9786,0.9786,0,0
2020-03-13,0.95605,0.95605,0.95605,0.95605,0,0
2020-03-16,0.9709,0.9709,0.9709,0.9709,0,0
2020-03-17,0.954,0.954,0.954,0.954,0,0
2020-03-18,0.952,0.952,0.952,0.952,0,0
2020-03-19,0.92995,0.92995,0.92995,0.92995,0,0
2020-03-20,0.9234,0.9234,0.9234,0.9234,0,0
2020-03-23,0.92085,0.92085,0.92085,0.92085,0,0
2020-03-24,0.92385,0.92385,0.92385,0.92385,0,0
2020-03-25,0.9251,0.9251,0.9251,0.9251,0,0
2020-03-26,0.94025,0.94025,0.94025,0.94025,0,0
2020-03-27,0.9528,0.9528,0.9528,0.9528,0,0
2020-03-30,0.9503,0.9503,0.9503,0.9503,0,0
2020-03-31,0.9516,0.9516,0.9516,0.9516,0,0
2020-04-01,0.9543,0.9543,0.9543,0.9543,0,0
2020-04-02,0.94715,0.94715,0.94715,0.94715,0,0
2020-04-03,0.943,0.943,0.943,0.943,0,0
2020-04-06,0.93685,0.93685,0.93685,0.93685,0,0
2020-04-07,0.94025,0.94025,0.94025,0.94025,0,0
2020-04-08,0.94075,0.94075,0.94075,0.94075,0,0
2020-04-09,0.9438,0.9438,0.9438,0.9438,0,0
2020-04-13,0.95195,0.95195,0.95195,0.95195,0,0
2020-04-14,0.95425,0.95425,0.95425,0.95425,0,0
2020-04-15,0.95095,0.95095,0.95095,0.95095,0,0
2020-04-16,0.94905,0.94905,0.94905,0.94905,0,0
2020-04-17,0.94875,0.94875,0.94875,0.94875,0,0
2020-04-20,0.94875,0.94875,0.94875,0.94875,0,0
2020-04-21,0.9467,0.9467,0.9467,0.9467,0,0
2020-04-22,0.94645,0.94645,0.94645,0.94645,0,0
2020-04-23,0.9464,0.9464,0.9464,0.9464,0,0
2020-04-24,0.9479,0.9479,0.9479,0.9479,0,0
2020-04-27,0.9501,0.9501,0.9501,0.9501,0,0
2020-04-28,0.9537,0.9537,0.9537,0.9537,0,0
2020-04-29,0.95545,0.95545,0.95545,0.95545,0,0
2020-04-30,0.9497,0.9497,0.9497,0.9497,0,0
2020-05-01,0.95265,0.95265,0.95265,0.95265,0,0
2020-05-04,0.95375,0.95375,0.95375,0.95375,0,0
2020-05-05,0.9558,0.9558,0.9558,0.9558,0,0
2020-05-06,0.9597,0.9597,0.9597,0.9597,0,0
2020-05-07,0.9566,0.9566,0.9566,0.9566,0,0
2020-05-08,0.9529,0.9529,0.9529,0.9529,0,0
2020-05-11,0.9435,0.9435,0.9435,0.9435,0,0
2020-05-12,0.9476,0.9476,0.9476,0.9476,0,0
2020-05-13,0.9506,0.9506,0.9506,0.9506,0,0
2020-05-14,0.9483,0.9483,0.9483,0.9483,0,0
2020-05-15,0.94725,0.94725,0.94725,0.94725,0,0
2020-05-18,0.94685,0.94685,0.94685,0.94685,0,0
2020-05-19,0.94335,0.94335,0.94335,0.94335,0,0
2020-05-20,0.9454,0.9454,0.9454,0.9454,0,0
2020-05-21,0.9443,0.9443,0.9443,0.9443,0,0
2020-05-22,0.9446,0.9446,0.9446,0.9446,0,0
2020-05-26,0.94495,0.94495,0.94495,0.94495,0,0
2020-05-27,0.94345,0.94345,0.94345,0.94345,0,0
2020-05-28,0.94395,0.94395,0.94395,0.94395,0,0
2020-05-29,0.942,0.942,0.942,0.942,0,0
2020-06-01,0.94375,0.94375,0.94375,0.94375,0,0
2020-06-02,0.93415,0.93415,0.93415,0.93415,0,0
2020-06-03,0.9327,0.9327,0.9327,0.9327,0,0
2020-06-04,0.9311,0.9311,0.9311,0.9311,0,0
2020-06-05,0.92705,0.92705,0.92705,0.92705,0,0
2020-06-08,0.9379,0.9379,0.9379,0.9379,0,0
2020-06-09,0.9432,0.9432,0.9432,0.9432,0,0
2020-06-10,0.94845,0.94845,0.94845,0.94845,0,0
2020-06-11,0.9506,0.9506,0.9506,0.9506,0,0
2020-06-12,0.9451,0.9451,0.9451,0.9451,0,0
2020-06-15,0.94605,0.94605,0.94605,0.94605,0,0
2020-06-16,0.9466,0.9466,0.9466,0.9466,0,0
2020-06-17,0.94795,0.94795,0.94795,0.94795,0,0
2020-06-18,0.9498,0.9498,0.9498,0.9498,0,0
2020-06-19,0.94925,0.94925,0.94925,0.94925,0,0
2020-06-22,0.94885,0.94885,0.94885,0.94885,0,0
2020-06-23,0.953,0.953,0.953,0.953,0,0
2020-06-24,0.9488,0.9488,0.9488,0.9488,0,0
2020-06-25,0.94625,0.94625,0.94625,0.94625,0,0
2020-06-26,0.9459,0.9459,0.9459,0.9459,0,0
2020-06-29,0.94145,0.94145,0.94145,0.94145,0,0
2020-06-30,0.9387,0.9387,0.9387,0.9387,0,0
2020-07-01,0.94285,0.94285,0.94285,0.94285,0,0
2020-07-02,0.9418,0.9418,0.9418,0.9418,0,0
2020-07-06,0.9442,0.9442,0.9442,0.9442,0,0
2020-07-07,0.94225,0.94225,0.94225,0.94225,0,0
2020-07-08,0.94515,0.94515,0.94515,0.94515,0,0
2020-07-09,0.94465,0.94465,0.94465,0.94465,0,0
2020-07-10,0.94725,0.94725,0.94725,0.94725,0,0
2020-07-13,0.9443,0.9443,0.9443,0.9443,0,0
2020-07-14,0.94485,0.94485,0.94485,0.94485,0,0
2020-07-15,0.947,0.947,0.947,0.947,0,0
2020-07-16,0.9431,0.9431,0.9431,0.9431,0,0
2020-07-17,0.94675,0.94675,0.94675,0.94675,0,0
2020-07-20,0.9434,0.9434,0.9434,0.9434,0,0
2020-07-21,0.94805,0.94805,0.94805,0.94805,0,0
2020-07-22,0.94375,0.94375,0.94375,0.94375,0,0
2020-07-23,0.94815,0.94815,0.94815,0.94815,0,0
2020-07-24,0.9547,0.9547,0.9547,0.9547,0,0
2020-07-27,0.9604,0.9604,0.9604,0.9604,0,0
2020-07-28,0.96285,0.96285,0.96285,0.96285,0,0
2020-07-29,0.9633,0.9633,0.9633,0.9633,0,0
2020-07-30,0.9644,0.9644,0.9644,0.9644,0,0
2020-07-31,0.9559,0.9559,0.9559,0.9559,0,0
2020-08-03,0.95385,0.95385,0.95385,0.95385,0,0
2020-08-04,0.9555,0.9555,0.9555,0.9555,0,0
2020-08-05,0.95685,0.95685,0.95685,0.95685,0,0
2020-08-06,0.95725,0.95725,0.95725,0.95725,0,0
2020-08-07,0.95455,0.95455,0.95455,0.95455,0,0
2020-08-10,0.95455,0.95455,0.95455,0.95455,0,0
2020-08-11,0.9482,0.9482,0.9482,0.9482,0,0
2020-08-12,0.94645,0.94645,0.94645,0.94645,0,0
2020-08-13,0.94625,0.94625,0.94625,0.94625,0,0
2020-08-14,0.9494,0.9494,0.9494,0.9494,0,0
2020-08-17,0.954,0.954,0.954,0.954,0,0
2020-08-18,0.9596,0.9596,0.9596,0.9596,0,0
2020-08-19,0.95475,0.95475,0.95475,0.95475,0,0
2020-08-20,0.95595,0.95595,0.95595,0.95595,0,0
2020-08-21,0.9555,0.9555,0.9555,0.9555,0,0
2020-08-24,0.95405,0.95405,0.95405,0.95405,0,0
2020-08-25,0.9507,0.9507,0.9507,0.9507,0,0
2020-08-26,0.9534,0.9534,0.9534,0.9534,0,0
2020-08-27,0.9485,0.9485,0.9485,0.9485,0,0
2020-08-28,0.9591,0.9591,0.9591,0.9591,0,0
2020-08-31,0.955,0.955,0.955,0.955,0,0
2020-09-01,0.95415,0.95415,0.95415,0.95415,0,0
2020-09-02,0.95115,0.95115,0.95115,0.95115,0,0
2020-09-03,0.95335,0.95335,0.95335,0.95335,0,0
2020-09-04,0.95225,0.95225,0.95225,0.95225,0,0
2020-09-08,0.9537,0.9537,0.9537,0.9537,0,0
2020-09-09,0.9524,0.9524,0.9524,0.9524,0,0
2020-09-10,0.95285,0.95285,0.95285,0.95285,0,0
2020-09-11,0.95285,0.95285,0.95285,0.95285,0,0
2020-09-14,0.9563,0.9563,0.9563,0.9563,0,0
2020-09-15,0.95865,0.95865,0.95865,0.95865,0,0
2020-09-16,0.96235,0.96235,0.96235,0.96235,0,0
2020-09-17,0.9653,0.9653,0.9653,0.9653,0,0
2020-09-18,0.9668,0.9668,0.9668,0.9668,0,0
2020-09-21,0.9644,0.9644,0.9644,0.9644,0,0
2020-09-22,0.96315,0.96315,0.96315,0.96315,0,0
2020-09-23,0.95875,0.95875,0.95875,0.95875,0,0
2020-09-24,0.95855,0.95855,0.95855,0.95855,0,0
2020-09-25,0.95675,0.95675,0.95675,0.95675,0,0
2020-09-28,0.95755,0.95755,0.95755,0.95755,0,0
2020-09-29,0.95595,0.95595,0.95595,0.95595,0,0
2020-09-30,0.9577,0.9577,0.9577,0.9577,0,0
2020-10-01,0.95685,0.95685,0.95685,0.95685,0,0
2020-10-02,0.95825,0.95825,0.95825,0.95825,0,0
2020-10-05,0.9552,0.9552,0.9552,0.9552,0,0
2020-10-06,0.95665,0.95665,0.95665,0.95665,0,0
2020-10-07,0.95245,0.95245,0.95245,0.95245,0,0
2020-10-08,0.9524,0.9524,0.9524,0.9524,0,0
2020-10-09,0.956,0.956,0.956,0.956,0,0
2020-10-12,0.95865,0.95865,0.95865,0.95865,0,0
2020-10-13,0.9573,0.9573,0.9573,0.9573,0,0
2020-10-14,0.96085,0.96085,0.96085,0.96085,0,0
2020-10-15,0.95765,0.95765,0.95765,0.95765,0,0
2020-10-16,0.95825,0.95825,0.95825,0.95825,0,0
2020-10-19,0.9576,0.9576,0.9576,0.9576,0,0
2020-10-20,0.95745,0.95745,0.95745,0.95745,0,0
2020-10-21,0.9657,0.9657,0.9657,0.9657,0,0
2020-10-22,0.96275,0.96275,0.96275,0.96275,0,0
2020-10-23,0.96375,0.96375,0.96375,0.96375,0,0
2020-10-26,0.9627,0.9627,0.9627,0.9627,0,0
2020-10-27,0.96625,0.96625,0.96625,0.96625,0,0
